claim_id,policy_id,customer_id,loss_date,report_date,cause_of_loss,catastrophe_flag,first_line_of_address,county,state,zip_code,latitude,longitude,property_age,roof_age,roof_material,construction_type,square_footage,occupancy_type,property_value,policy_tenure_months,coverage_a_dwelling_flag,coverage_b_other_structures_flag,coverage_c_personal_property_flag,coverage_d_loss_of_use_flag,coverage_e_liability_flag,coverage_f_medical_payments_flag,coverage_a_limit,coverage_b_limit,coverage_c_limit,coverage_d_limit,deductible,annual_premium,policy_form,prior_claim_count_3yr,prior_total_paid_3yr,prior_same_cause_claim_count,prior_litigated_claim_count,initial_reserve,initial_estimate,days_to_first_inspection,inspection_completed_30_days,complaint_flag_30_days,litigated
CLM00803,POL00803,CUS00803,2025-07-02,2025-07-29,Fire,0,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,31,25,Tile,Frame,1230,Secondary Residence,1057000,95,1,1,1,1,1,1,972000,81000,515000,201000,2500,7080,HO3,1,77800,0,1,201200,163500,3,1,0,0
CLM00804,POL00804,CUS00804,2023-12-24,2023-12-28,Fire,0,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,41,4,Flat/TPO,Masonry Veneer,1691,Owner Occupied,422000,148,1,1,1,1,1,1,312000,33000,156000,50000,5000,6360,HO3,0,0,0,0,80000,66600,17,1,0,0
CLM00805,POL00805,CUS00805,2024-05-28,2024-06-06,Hail,0,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,3,3,Tile,Frame,2249,Owner Occupied,394000,163,1,1,1,1,1,1,395000,33000,274000,88000,10000,3020,HO3,0,0,0,0,27300,33500,12,1,0,0
CLM00806,POL00806,CUS00806,2023-09-22,2023-10-01,Fire,0,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,54,5,Concrete Tile,Masonry Veneer,3129,Owner Occupied,1203000,115,1,1,1,1,1,1,997000,93000,450000,176000,2500,6770,HO6,1,50700,1,0,157600,170500,14,1,0,0
CLM00807,POL00807,CUS00807,2023-11-17,2023-11-22,Vandalism,0,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,69,3,Flat/TPO,Masonry Veneer,1978,Owner Occupied,446000,114,1,1,1,1,1,1,323000,29000,202000,74000,7500,4280,HO6,0,0,0,0,15200,14100,10,1,0,0
CLM00808,POL00808,CUS00808,2023-06-24,2023-06-28,Wind,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,18,18,Concrete Tile,Concrete Block,2481,Owner Occupied,944000,41,1,1,1,1,1,1,809000,72000,540000,215000,10000,8640,HO6,0,0,0,0,58000,50900,18,1,0,0
CLM00809,POL00809,CUS00809,2025-06-19,2025-06-26,Water,0,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,58,26,Concrete Tile,Masonry,4437,Owner Occupied,771000,157,1,1,1,1,1,1,793000,85000,543000,229000,2500,9260,HO6,2,82700,0,0,27700,27400,15,1,0,0
CLM00810,POL00810,CUS00810,2022-07-09,2022-07-10,Water,0,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,67,15,Flat/TPO,Masonry,1905,Owner Occupied,341000,14,1,1,1,1,1,1,341000,34000,174000,78000,7500,9660,HO6,2,101200,1,0,19200,23100,13,1,0,0
CLM00811,POL00811,CUS00811,2024-01-05,2024-01-08,Water,0,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,32,13,Tile,Frame,3659,Owner Occupied,331000,130,1,1,1,1,1,1,314000,37000,142000,61000,10000,9550,HO3,3,213900,3,0,34200,27800,9,1,0,0
CLM00812,POL00812,CUS00812,2022-06-05,2022-06-07,Wind,0,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,26,18,Concrete Tile,Masonry,1976,Owner Occupied,233000,138,1,1,1,1,1,1,185000,19000,101000,45000,1000,5980,HO6,1,43700,1,0,24700,23100,9,1,0,1
CLM00813,POL00813,CUS00813,2025-10-26,2025-12-13,Hurricane,0,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,26,19,Flat/TPO,Masonry,2426,Tenant Occupied,394000,179,1,1,1,1,1,1,387000,50000,185000,116000,2000,2480,HO3,0,0,0,0,18200,16600,5,1,0,0
CLM00814,POL00814,CUS00814,2024-02-16,2024-02-23,Fire,0,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,29,8,Asphalt Shingle,Reinforced Concrete,4032,Owner Occupied,1241000,81,1,1,1,1,1,1,1215000,146000,584000,227000,1500,7790,HO3,1,99500,1,0,61600,63200,7,1,1,0
CLM00815,POL00815,CUS00815,2022-04-21,2022-04-30,Water,0,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,50,22,Metal,Concrete Block,2858,Owner Occupied,243000,99,1,1,1,1,1,1,187000,21000,114000,53000,10000,5880,HO3,1,33700,0,0,37900,34900,9,1,0,0
CLM00816,POL00816,CUS00816,2022-11-29,2022-11-29,Fire,0,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,52,26,Tile,Masonry Veneer,3300,Owner Occupied,1358000,151,1,1,1,1,1,1,1326000,177000,850000,262000,1000,2860,HO3,0,0,0,0,77400,75700,12,1,0,0
CLM00817,POL00817,CUS00817,2023-02-14,2023-02-22,Wind,0,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,27,12,Concrete Tile,Frame,1610,Owner Occupied,843000,87,1,1,1,1,1,1,651000,71000,349000,193000,7500,8150,HO6,0,0,0,0,16500,15100,9,1,0,0
CLM00818,POL00818,CUS00818,2022-10-21,2022-10-22,Vandalism,0,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,10,10,Metal,Concrete Block,2000,Owner Occupied,1176000,11,1,1,1,1,1,1,864000,73000,580000,187000,10000,4800,HO3,1,20000,1,0,25800,23700,4,1,0,0
CLM00819,POL00819,CUS00819,2024-10-13,2024-10-17,Fire,0,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,43,21,Flat/TPO,Masonry Veneer,4155,Secondary Residence,741000,55,1,1,1,1,1,1,730000,94000,350000,218000,2500,6480,HO5,1,37200,1,0,128900,61200,15,1,0,0
CLM00820,POL00820,CUS00820,2025-05-28,2025-06-22,Water,0,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,45,1,Metal,Concrete Block,3441,Owner Occupied,639000,175,1,1,1,1,1,1,597000,89000,320000,123000,5000,6210,HO3,1,4700,1,0,11500,32200,6,1,0,0
CLM00821,POL00821,CUS00821,2022-06-08,2022-06-13,Hail,0,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,5,5,Tile,Reinforced Concrete,1944,Owner Occupied,787000,17,1,1,1,1,1,0,715000,99000,405000,173000,2500,4820,DP3,1,65100,1,0,22100,19700,14,1,0,0
CLM00822,POL00822,CUS00822,2023-01-26,2023-02-01,Wind,0,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,37,27,Concrete Tile,Frame,4067,Owner Occupied,222000,89,1,1,1,1,1,1,202000,23000,122000,38000,5000,3540,HO3,1,46200,0,0,56700,52800,12,1,0,0
CLM00823,POL00823,CUS00823,2022-03-24,2022-05-07,Fire,0,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,72,10,Metal,Reinforced Concrete,2370,Owner Occupied,1077000,52,1,1,1,1,1,1,891000,90000,580000,141000,2000,5640,HO3,0,0,1,0,100300,114900,15,1,1,0
CLM00824,POL00824,CUS00824,2023-01-02,2023-01-06,Hail,0,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,63,12,Metal,Concrete Block,3208,Owner Occupied,456000,61,1,1,1,1,1,1,345000,40000,197000,61000,1000,1950,HO5,0,0,0,0,22100,20500,4,1,0,0
CLM00825,POL00825,CUS00825,2025-07-19,2025-07-21,Wind,0,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,67,3,Asphalt Shingle,Concrete Block,3653,Owner Occupied,421000,121,1,1,1,1,1,1,377000,39000,213000,105000,2500,4230,HO3,2,76700,0,0,21100,17600,14,1,0,0
CLM00826,POL00826,CUS00826,2024-09-25,2024-09-27,Hail,1,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,52,7,Tile,Concrete Block,1765,Tenant Occupied,1243000,88,1,1,1,1,1,1,1259000,144000,739000,235000,5000,8130,HO5,1,88200,1,1,27400,25700,6,1,0,0
CLM00827,POL00827,CUS00827,2025-12-05,2025-12-10,Water,0,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,43,20,Asphalt Shingle,Concrete Block,3620,Tenant Occupied,406000,43,1,1,1,1,1,1,390000,52000,189000,86000,1500,7440,HO6,3,192400,0,0,31200,37800,6,1,0,0
CLM00828,POL00828,CUS00828,2023-12-07,2023-12-08,Water,0,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,35,23,Metal,Reinforced Concrete,1830,Owner Occupied,809000,48,1,1,1,1,1,1,606000,85000,394000,98000,7500,9220,HO6,1,24800,0,0,31000,25900,4,1,0,0
CLM00829,POL00829,CUS00829,2025-03-13,2025-03-15,Water,0,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,27,2,Flat/TPO,Masonry Veneer,1174,Owner Occupied,259000,107,1,1,1,1,1,0,211000,17000,101000,49000,2500,7200,DP3,2,47600,2,1,12000,21700,6,1,0,0
CLM00830,POL00830,CUS00830,2022-09-28,2022-10-04,Wind,1,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,17,17,Tile,Frame,2044,Owner Occupied,327000,103,1,1,1,1,1,1,300000,37000,192000,59000,10000,8850,HO3,0,0,0,0,27400,29600,8,1,0,0
CLM00831,POL00831,CUS00831,2023-08-11,2023-08-20,Freeze,0,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,44,3,Tile,Frame,2303,Owner Occupied,628000,131,1,1,1,1,1,1,499000,55000,287000,122000,1500,6180,HO3,1,17500,0,0,40000,35700,8,1,1,0
CLM00832,POL00832,CUS00832,2023-02-02,2023-02-05,Water,0,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,44,9,Asphalt Shingle,Concrete Block,2634,Owner Occupied,369000,135,1,1,1,1,1,1,301000,33000,139000,67000,1500,6820,HO3,0,0,1,0,42500,45200,13,1,0,0
CLM00833,POL00833,CUS00833,2022-12-30,2023-01-06,Theft,0,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,27,27,Asphalt Shingle,Concrete Block,2812,Owner Occupied,626000,69,1,1,1,1,1,1,494000,43000,340000,113000,2500,9380,HO3,0,0,0,0,33700,31000,1,1,0,0
CLM00834,POL00834,CUS00834,2024-09-01,2024-09-10,Hail,0,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,71,27,Concrete Tile,Frame,1744,Owner Occupied,1209000,29,1,1,1,1,1,1,960000,126000,663000,155000,7500,5090,HO3,1,86200,0,1,26300,21500,12,1,0,0
CLM00835,POL00835,CUS00835,2023-08-19,2023-10-07,Lightning,0,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,71,24,Tile,Masonry Veneer,2533,Tenant Occupied,858000,166,1,1,1,1,1,1,851000,101000,464000,209000,2500,3380,HO3,1,114900,2,0,26400,26200,5,1,0,0
CLM00836,POL00836,CUS00836,2022-12-25,2022-12-29,Water,0,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,63,11,Asphalt Shingle,Concrete Block,1568,Tenant Occupied,1086000,79,1,0,1,1,1,1,1076000,0,556000,175000,2500,6250,HO6,1,6300,0,0,26800,32100,12,1,0,0
CLM00837,POL00837,CUS00837,2022-07-27,2022-08-02,Hail,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,13,13,Asphalt Shingle,Masonry Veneer,1684,Owner Occupied,1065000,118,1,1,1,1,0,0,1083000,150000,588000,262000,5000,7640,DP3,0,0,2,1,16500,19900,6,1,0,0
CLM00838,POL00838,CUS00838,2024-07-19,2024-08-24,Hail,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,32,25,Concrete Tile,Masonry Veneer,1578,Owner Occupied,694000,179,1,1,1,1,1,1,610000,59000,284000,178000,2000,2700,HO3,1,118300,1,0,33400,35000,11,1,0,0
CLM00839,POL00839,CUS00839,2023-02-17,2023-03-17,Fire,0,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,62,3,Flat/TPO,Concrete Block,2123,Owner Occupied,1142000,127,1,1,1,1,1,1,1160000,154000,569000,214000,2500,3980,HO3,2,116000,2,1,69200,74600,13,1,0,0
CLM00840,POL00840,CUS00840,2022-09-27,2022-10-22,Hail,1,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,59,7,Flat/TPO,Masonry Veneer,1678,Tenant Occupied,906000,119,1,1,1,1,1,1,860000,83000,419000,174000,1000,9620,HO3,1,60300,1,0,33900,34600,8,1,0,0
CLM00841,POL00841,CUS00841,2023-06-19,2023-06-27,Hail,0,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,6,5,Tile,Masonry,3321,Owner Occupied,290000,127,1,1,1,1,1,1,212000,28000,103000,51000,7500,3830,HO6,2,88100,2,1,29800,26900,18,1,0,0
CLM00842,POL00842,CUS00842,2025-10-24,2025-10-27,Wind,0,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,49,9,Metal,Masonry Veneer,3634,Owner Occupied,748000,115,1,1,1,1,1,1,637000,83000,371000,117000,7500,4000,HO6,1,92200,3,0,11400,21700,12,1,0,0
CLM00843,POL00843,CUS00843,2024-01-28,2024-02-04,Water,0,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,49,29,Tile,Masonry Veneer,3532,Owner Occupied,1126000,164,1,1,1,1,0,0,1092000,152000,691000,199000,7500,5330,DP3,0,0,0,0,40700,44800,3,1,0,0
CLM00844,POL00844,CUS00844,2024-11-19,2024-11-27,Theft,0,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,63,1,Asphalt Shingle,Frame,4319,Owner Occupied,730000,175,1,1,1,1,1,1,721000,59000,350000,196000,1000,8810,HO3,2,106600,2,2,29600,30600,4,1,0,0
CLM00845,POL00845,CUS00845,2024-10-09,2024-10-18,Hurricane,1,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,14,2,Flat/TPO,Concrete Block,3099,Owner Occupied,722000,41,1,1,1,1,1,1,551000,82000,252000,124000,7500,5050,HO5,1,44000,0,0,101700,89300,2,1,0,0
CLM00846,POL00846,CUS00846,2024-10-09,2024-10-14,Hail,1,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,38,21,Tile,Frame,3528,Owner Occupied,651000,102,1,1,1,1,1,1,472000,68000,268000,100000,7500,3860,HO6,0,0,0,0,47700,41500,6,1,0,1
CLM00847,POL00847,CUS00847,2025-09-23,2025-09-29,Lightning,0,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,5,5,Asphalt Shingle,Masonry,2914,Owner Occupied,927000,174,1,1,1,1,1,1,786000,91000,417000,218000,2500,3400,HO3,0,0,0,0,13900,11200,6,1,0,0
CLM00848,POL00848,CUS00848,2022-10-09,2022-10-18,Vandalism,0,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,57,31,Concrete Tile,Masonry,3461,Owner Occupied,308000,181,1,1,1,1,0,0,248000,37000,172000,45000,1000,5580,DP3,0,0,0,0,23800,19500,4,1,0,0
CLM00849,POL00849,CUS00849,2024-04-15,2024-04-16,Hail,0,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,55,23,Concrete Tile,Masonry Veneer,1079,Tenant Occupied,1062000,80,1,1,1,1,1,1,770000,112000,384000,154000,2000,8570,HO6,3,285400,1,0,23400,21600,12,1,0,0
CLM00850,POL00850,CUS00850,2024-10-03,2024-10-12,Wind,0,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,5,5,Concrete Tile,Frame,1493,Owner Occupied,559000,111,1,1,1,1,1,1,472000,57000,244000,108000,1000,2270,HO6,0,0,0,0,24700,24000,3,1,0,0
CLM00851,POL00851,CUS00851,2023-02-06,2023-02-08,Hurricane,0,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,31,14,Tile,Frame,1597,Owner Occupied,988000,9,1,1,1,1,1,0,843000,121000,535000,248000,5000,4130,DP3,0,0,0,0,112000,90400,5,1,0,0
CLM00852,POL00852,CUS00852,2024-01-26,2024-01-29,Theft,0,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,5,5,Metal,Concrete Block,3986,Owner Occupied,1142000,142,1,1,1,1,0,0,1126000,119000,596000,336000,1500,4490,DP3,1,14500,2,0,18500,17800,14,1,1,0
CLM00853,POL00853,CUS00853,2022-11-01,2022-11-07,Water,0,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,50,17,Asphalt Shingle,Masonry Veneer,1146,Owner Occupied,386000,136,1,1,1,1,1,1,304000,42000,200000,59000,1500,4830,HO3,0,0,0,0,50500,43700,6,1,0,0
CLM00854,POL00854,CUS00854,2024-10-11,2024-10-17,Wind,0,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,38,5,Metal,Frame,3644,Owner Occupied,1013000,114,1,1,1,1,1,1,834000,88000,494000,250000,1500,6640,HO6,2,112900,0,0,26100,21000,1,1,0,0
CLM00855,POL00855,CUS00855,2023-12-03,2023-12-06,Vandalism,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,59,12,Concrete Tile,Masonry Veneer,4036,Owner Occupied,530000,106,1,1,1,1,1,1,494000,57000,310000,98000,10000,2750,HO3,2,61800,2,1,7600,8900,11,1,0,0
CLM00856,POL00856,CUS00856,2023-09-20,2023-09-29,Water,0,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,75,27,Asphalt Shingle,Reinforced Concrete,2805,Owner Occupied,361000,94,1,1,1,1,0,0,271000,25000,187000,61000,1000,2200,DP3,1,53600,2,0,45500,39500,5,1,0,0
CLM00857,POL00857,CUS00857,2023-03-24,2023-04-02,Water,0,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,3,3,Tile,Masonry Veneer,3331,Secondary Residence,953000,149,1,1,1,1,1,1,804000,101000,414000,156000,2500,6860,HO3,1,58300,0,1,25100,45900,9,1,0,0
CLM00858,POL00858,CUS00858,2023-06-05,2023-06-19,Hurricane,0,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,36,10,Metal,Reinforced Concrete,3068,Owner Occupied,1424000,53,1,1,1,1,1,1,1466000,186000,861000,363000,10000,5050,HO3,2,145300,1,0,50700,45600,5,1,1,1
CLM00859,POL00859,CUS00859,2025-01-04,2025-01-24,Lightning,0,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,31,4,Flat/TPO,Concrete Block,1136,Secondary Residence,828000,59,1,1,1,1,1,1,712000,70000,379000,167000,2000,3230,HO3,0,0,0,0,30900,31000,15,1,0,0
CLM00860,POL00860,CUS00860,2024-12-28,2024-12-31,Hail,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,16,6,Flat/TPO,Concrete Block,1514,Secondary Residence,1028000,64,1,1,1,1,1,1,816000,105000,510000,237000,5000,9150,HO3,1,52900,1,0,12200,14800,12,1,0,0
CLM00861,POL00861,CUS00861,2025-01-30,2025-02-05,Vandalism,0,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,64,3,Concrete Tile,Frame,2451,Owner Occupied,1249000,62,1,1,1,1,1,1,1113000,118000,692000,202000,5000,6240,HO3,3,217200,3,0,29700,26200,18,1,0,0
CLM00862,POL00862,CUS00862,2024-04-17,2024-05-10,Hurricane,0,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,49,2,Asphalt Shingle,Frame,2476,Owner Occupied,524000,185,1,1,1,1,1,1,519000,47000,318000,114000,1000,3310,HO3,1,33500,0,1,80100,75000,8,1,0,0
CLM00863,POL00863,CUS00863,2022-03-08,2022-04-23,Water,0,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,16,16,Asphalt Shingle,Concrete Block,1962,Owner Occupied,952000,156,1,1,1,1,1,1,770000,76000,499000,214000,10000,9370,HO6,0,0,0,0,40100,45900,17,1,1,1
CLM00864,POL00864,CUS00864,2023-03-11,2023-03-12,Theft,0,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,44,31,Flat/TPO,Frame,4113,Owner Occupied,974000,48,1,1,1,1,1,1,785000,66000,377000,203000,1500,4150,HO5,1,17200,0,0,26400,23700,9,1,0,0
CLM00865,POL00865,CUS00865,2024-10-07,2024-10-27,Lightning,0,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,13,13,Concrete Tile,Reinforced Concrete,1933,Owner Occupied,710000,152,1,1,1,1,1,1,529000,57000,243000,120000,10000,5410,HO5,0,0,1,0,11500,23900,8,1,0,0
CLM00866,POL00866,CUS00866,2025-11-08,2025-11-08,Wind,0,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,36,8,Tile,Frame,3553,Secondary Residence,1140000,188,1,1,1,1,1,1,929000,112000,553000,216000,10000,9590,HO3,0,0,0,1,55900,49400,1,1,0,0
CLM00867,POL00867,CUS00867,2023-08-30,2023-10-10,Wind,0,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,3,3,Flat/TPO,Frame,2855,Owner Occupied,443000,87,1,1,1,1,1,1,403000,35000,264000,111000,5000,8100,HO3,0,0,0,1,28300,34300,16,1,0,1
CLM00868,POL00868,CUS00868,2024-10-08,2024-10-13,Wind,1,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,14,3,Tile,Reinforced Concrete,3728,Owner Occupied,1285000,41,1,1,1,1,1,1,927000,87000,485000,259000,1500,9000,HO6,3,187700,3,0,42500,40400,9,1,0,0
CLM00869,POL00869,CUS00869,2023-05-27,2023-06-04,Wind,0,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,45,15,Metal,Concrete Block,2302,Owner Occupied,950000,94,1,1,1,1,1,1,932000,100000,481000,143000,7500,9360,HO6,2,124300,2,0,13900,13400,15,1,0,0
CLM00870,POL00870,CUS00870,2024-10-09,2024-10-17,Hurricane,1,520 E Church St,Orange,FL,32801,28.542388,-81.368972,55,27,Tile,Frame,1898,Owner Occupied,708000,34,1,1,1,1,1,1,542000,78000,360000,155000,2000,4510,HO6,1,60900,0,0,50200,54100,10,1,0,0
CLM00871,POL00871,CUS00871,2025-07-03,2025-07-12,Vandalism,0,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,58,30,Flat/TPO,Reinforced Concrete,2033,Owner Occupied,1198000,40,1,1,1,1,1,1,1217000,123000,563000,321000,1000,3970,HO3,1,7200,0,1,25200,20200,9,1,0,0
CLM00872,POL00872,CUS00872,2024-10-10,2024-10-19,Wind,1,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,47,28,Asphalt Shingle,Masonry,3962,Owner Occupied,723000,38,1,1,1,1,1,1,669000,70000,404000,148000,5000,2120,HO3,1,46000,3,0,46300,38700,13,1,0,0
CLM00873,POL00873,CUS00873,2022-08-22,2022-08-31,Vandalism,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,42,19,Asphalt Shingle,Reinforced Concrete,4340,Owner Occupied,1181000,170,1,1,1,1,1,1,1065000,152000,503000,178000,10000,5220,HO6,3,62100,2,0,4900,5100,15,1,0,0
CLM00874,POL00874,CUS00874,2025-05-21,2025-05-21,Wind,0,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,8,8,Tile,Frame,2191,Owner Occupied,531000,12,1,1,1,1,1,1,486000,42000,235000,98000,1000,2860,HO5,2,55000,2,0,41600,46300,15,1,0,0
CLM00875,POL00875,CUS00875,2023-01-20,2023-01-28,Hail,0,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,4,4,Tile,Masonry,2425,Owner Occupied,357000,64,1,1,1,1,1,1,317000,41000,189000,57000,10000,8870,HO3,1,115400,0,0,19900,20900,6,1,0,0
CLM00876,POL00876,CUS00876,2022-11-25,2022-12-04,Water,0,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,9,9,Flat/TPO,Masonry Veneer,2705,Owner Occupied,381000,55,1,1,1,1,1,1,323000,35000,181000,72000,2500,9290,HO3,1,81700,2,0,11300,26900,10,1,0,0
CLM00877,POL00877,CUS00877,2022-08-19,2022-08-28,Theft,0,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,14,14,Flat/TPO,Reinforced Concrete,2577,Owner Occupied,278000,138,1,1,1,1,1,1,266000,27000,129000,65000,5000,3090,HO3,0,0,1,1,8500,9800,5,1,0,0
CLM00878,POL00878,CUS00878,2022-04-25,2022-04-29,Fire,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,39,13,Metal,Masonry,2962,Secondary Residence,874000,50,1,0,1,1,1,1,642000,0,382000,152000,1500,9020,HO6,0,0,0,0,153700,145500,8,1,0,0
CLM00879,POL00879,CUS00879,2022-08-31,2022-10-18,Theft,0,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,13,13,Flat/TPO,Masonry Veneer,2427,Owner Occupied,686000,29,1,1,1,1,1,1,604000,62000,334000,161000,2000,2140,HO3,1,116000,1,0,11600,11700,14,1,0,0
CLM00880,POL00880,CUS00880,2023-12-25,2023-12-26,Theft,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,64,12,Tile,Concrete Block,2973,Secondary Residence,552000,8,1,1,1,1,1,1,401000,50000,273000,95000,1000,7670,HO6,0,0,0,0,19800,24700,15,1,0,0
CLM00881,POL00881,CUS00881,2024-04-25,2024-05-18,Lightning,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,42,6,Flat/TPO,Reinforced Concrete,2018,Owner Occupied,1302000,111,1,1,1,1,1,1,1247000,155000,796000,193000,10000,8420,HO3,1,15100,1,0,31500,36000,2,1,0,0
CLM00882,POL00882,CUS00882,2023-04-18,2023-04-26,Theft,0,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,50,10,Flat/TPO,Masonry Veneer,1763,Secondary Residence,441000,169,1,1,1,1,1,1,330000,30000,186000,86000,5000,2520,HO3,1,42900,1,0,30700,18000,12,1,1,0
CLM00883,POL00883,CUS00883,2022-09-08,2022-10-12,Water,0,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,31,30,Flat/TPO,Reinforced Concrete,1749,Owner Occupied,570000,145,1,1,1,1,1,1,425000,60000,214000,93000,10000,7900,HO3,2,124200,0,1,38300,44700,8,1,0,0
CLM00884,POL00884,CUS00884,2022-10-04,2022-10-07,Fire,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,62,15,Tile,Masonry,1545,Owner Occupied,1246000,139,1,1,1,1,1,1,1189000,128000,555000,323000,10000,5230,HO3,3,98600,1,0,105200,87900,17,1,0,0
CLM00885,POL00885,CUS00885,2025-05-05,2025-06-03,Water,0,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,16,11,Asphalt Shingle,Frame,3396,Owner Occupied,1123000,50,1,1,1,1,1,1,993000,109000,646000,236000,2000,2520,HO6,2,59600,1,0,47300,25900,10,1,0,1
CLM00886,POL00886,CUS00886,2024-06-04,2024-06-26,Hail,0,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,38,6,Flat/TPO,Masonry,1407,Owner Occupied,261000,59,1,1,1,1,1,1,226000,27000,114000,48000,2000,7540,HO6,1,61600,0,0,85900,40600,17,1,0,1
