policy_id,customer_id,policy_effective_date,policy_expiration_date,policy_form,policy_status,annual_premium,deductible,wind_hail_deductible,hurricane_deductible,coverage_a_dwelling_flag,coverage_a_limit,coverage_b_other_structures_flag,coverage_b_limit,coverage_c_personal_property_flag,coverage_c_limit,coverage_d_loss_of_use_flag,coverage_d_limit,coverage_e_liability_flag,coverage_e_limit,coverage_f_medical_payments_flag,coverage_f_limit,first_line_of_address,county,state,zip_code,latitude,longitude,occupancy_type,property_value,property_age,roof_age,roof_material,construction_type,square_footage
POL00798,CUS00798,2016-10-29,2024-10-22,HO3,Active,4730,10000,5000,61400,1,1227000,0,0,1,813000,1,225000,1,500000,1,5000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Tenant Occupied,1441000,70,9,Metal,Masonry,3706
POL00799,CUS00799,2019-05-12,2026-03-28,HO3,Active,6900,2500,5000,8800,1,292000,1,33000,1,152000,1,85000,1,500000,1,1000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Owner Occupied,387000,56,31,Tile,Masonry,1198
POL00800,CUS00800,2013-09-01,2025-08-24,HO5,Active,6840,1000,1000,20200,1,404000,1,60000,1,200000,1,120000,1,500000,1,10000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Secondary Residence,413000,44,19,Metal,Masonry Veneer,1539
POL00801,CUS00801,2021-05-11,2025-08-25,HO3,Active,5010,7500,5000,17700,1,354000,1,32000,1,214000,1,100000,1,100000,1,2500,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,386000,72,15,Flat/TPO,Concrete Block,1183
POL00802,CUS00802,2022-08-25,2025-06-09,HO3,Active,2480,1500,5000,14000,1,701000,1,68000,1,359000,1,163000,1,500000,1,1000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Tenant Occupied,828000,59,10,Metal,Masonry,1629
POL00803,CUS00803,2017-08-02,2026-04-15,HO3,Active,7080,2500,2500,48600,1,972000,1,81000,1,515000,1,201000,1,500000,1,2500,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,Secondary Residence,1057000,31,25,Tile,Frame,1230
POL00804,CUS00804,2011-08-24,2024-12-19,HO3,Active,6360,5000,5000,9400,1,312000,1,33000,1,156000,1,50000,1,300000,1,5000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,422000,41,4,Flat/TPO,Masonry Veneer,1691
POL00805,CUS00805,2010-10-28,2025-02-14,HO3,Active,3020,10000,10000,7900,1,395000,1,33000,1,274000,1,88000,1,300000,1,1000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Owner Occupied,394000,3,3,Tile,Frame,2249
POL00806,CUS00806,2014-02-21,2024-01-11,HO6,Active,6770,2500,5000,29900,1,997000,1,93000,1,450000,1,176000,1,500000,1,5000,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,Owner Occupied,1203000,54,5,Concrete Tile,Masonry Veneer,3129
POL00807,CUS00807,2014-05-18,2024-04-21,HO6,Active,4280,7500,10000,16200,1,323000,1,29000,1,202000,1,74000,1,300000,1,5000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,446000,69,3,Flat/TPO,Masonry Veneer,1978
POL00808,CUS00808,2020-01-23,2024-02-23,HO6,Active,8640,10000,7500,16200,1,809000,1,72000,1,540000,1,215000,1,100000,1,5000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,944000,18,18,Concrete Tile,Concrete Block,2481
POL00809,CUS00809,2012-05-19,2026-01-30,HO6,Active,9260,2500,5000,15900,1,793000,1,85000,1,543000,1,229000,1,300000,1,2500,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,Owner Occupied,771000,58,26,Concrete Tile,Masonry,4437
POL00810,CUS00810,2021-05-09,2022-09-16,HO6,Active,9660,7500,7500,17000,1,341000,1,34000,1,174000,1,78000,1,100000,1,5000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,341000,67,15,Flat/TPO,Masonry,1905
POL00811,CUS00811,2013-03-06,2024-05-29,HO3,Active,9550,10000,7500,6300,1,314000,1,37000,1,142000,1,61000,1,100000,1,5000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,331000,32,13,Tile,Frame,3659
POL00812,CUS00812,2010-12-05,2023-04-24,HO6,Active,5980,1000,7500,3700,1,185000,1,19000,1,101000,1,45000,1,300000,1,1000,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,Owner Occupied,233000,26,18,Concrete Tile,Masonry,1976
POL00813,CUS00813,2010-11-26,2026-09-13,HO3,Active,2480,2000,5000,7700,1,387000,1,50000,1,185000,1,116000,1,100000,1,2500,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,Tenant Occupied,394000,26,19,Flat/TPO,Masonry,2426
POL00814,CUS00814,2017-05-18,2024-04-14,HO3,Active,7790,1500,7500,24300,1,1215000,1,146000,1,584000,1,227000,1,300000,1,2500,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,1241000,29,8,Asphalt Shingle,Reinforced Concrete,4032
POL00815,CUS00815,2014-01-20,2023-04-11,HO3,Active,5880,10000,10000,9400,1,187000,1,21000,1,114000,1,53000,1,500000,1,5000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,243000,50,22,Metal,Concrete Block,2858
POL00816,CUS00816,2010-04-30,2023-06-09,HO3,Active,2860,1000,2500,26500,1,1326000,1,177000,1,850000,1,262000,1,100000,1,2500,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,Owner Occupied,1358000,52,26,Tile,Masonry Veneer,3300
POL00817,CUS00817,2015-11-15,2023-05-18,HO6,Active,8150,7500,5000,13000,1,651000,1,71000,1,349000,1,193000,1,500000,1,2500,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Owner Occupied,843000,27,12,Concrete Tile,Frame,1610
POL00818,CUS00818,2021-11-21,2023-03-18,HO3,Active,4800,10000,7500,25900,1,864000,1,73000,1,580000,1,187000,1,300000,1,1000,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,Owner Occupied,1176000,10,10,Metal,Concrete Block,2000
POL00819,CUS00819,2020-03-14,2025-09-16,HO5,Active,6480,2500,10000,36500,1,730000,1,94000,1,350000,1,218000,1,500000,1,5000,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Secondary Residence,741000,43,21,Flat/TPO,Masonry Veneer,4155
POL00820,CUS00820,2010-10-27,2026-01-29,HO3,Active,6210,5000,5000,11900,1,597000,1,89000,1,320000,1,123000,1,100000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,639000,45,1,Metal,Concrete Block,3441
POL00821,CUS00821,2021-01-07,2022-12-14,DP3,Active,4820,2500,2500,35800,1,715000,1,99000,1,405000,1,173000,1,300000,0,0,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Owner Occupied,787000,5,5,Tile,Reinforced Concrete,1944
POL00822,CUS00822,2015-08-27,2023-10-01,HO3,Active,3540,5000,5000,10100,1,202000,1,23000,1,122000,1,38000,1,300000,1,5000,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,Owner Occupied,222000,37,27,Concrete Tile,Frame,4067
POL00823,CUS00823,2017-11-23,2022-12-09,HO3,Active,5640,2000,2500,17800,1,891000,1,90000,1,580000,1,141000,1,300000,1,2500,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,1077000,72,10,Metal,Reinforced Concrete,2370
POL00824,CUS00824,2017-12-03,2023-06-04,HO5,Active,1950,1000,5000,6900,1,345000,1,40000,1,197000,1,61000,1,100000,1,5000,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Owner Occupied,456000,63,12,Metal,Concrete Block,3208
POL00825,CUS00825,2015-06-19,2026-06-02,HO3,Active,4230,2500,2500,7500,1,377000,1,39000,1,213000,1,105000,1,100000,1,10000,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,Owner Occupied,421000,67,3,Asphalt Shingle,Concrete Block,3653
POL00826,CUS00826,2017-05-27,2024-11-02,HO5,Active,8130,5000,10000,63000,1,1259000,1,144000,1,739000,1,235000,1,500000,1,10000,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Tenant Occupied,1243000,52,7,Tile,Concrete Block,1765
POL00827,CUS00827,2022-05-07,2026-04-16,HO6,Active,7440,1500,7500,19500,1,390000,1,52000,1,189000,1,86000,1,100000,1,10000,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,Tenant Occupied,406000,43,20,Asphalt Shingle,Concrete Block,3620
POL00828,CUS00828,2019-12-07,2024-09-01,HO6,Active,9220,7500,7500,30300,1,606000,1,85000,1,394000,1,98000,1,100000,1,10000,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Owner Occupied,809000,35,23,Metal,Reinforced Concrete,1830
POL00829,CUS00829,2016-04-12,2025-09-10,DP3,Active,7200,2500,2500,4200,1,211000,1,17000,1,101000,1,49000,1,300000,0,0,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,Owner Occupied,259000,27,2,Flat/TPO,Masonry Veneer,1174
POL00830,CUS00830,2014-02-27,2023-06-08,HO3,Active,8850,10000,7500,6000,1,300000,1,37000,1,192000,1,59000,1,100000,1,1000,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,Owner Occupied,327000,17,17,Tile,Frame,2044
POL00831,CUS00831,2012-09-10,2023-12-16,HO3,Active,6180,1500,7500,10000,1,499000,1,55000,1,287000,1,122000,1,300000,1,2500,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,628000,44,3,Tile,Frame,2303
POL00832,CUS00832,2011-11-03,2023-06-07,HO3,Active,6820,1500,2500,6000,1,301000,1,33000,1,139000,1,67000,1,100000,1,10000,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,369000,44,9,Asphalt Shingle,Concrete Block,2634
POL00833,CUS00833,2017-03-31,2023-05-21,HO3,Active,9380,2500,10000,14800,1,494000,1,43000,1,340000,1,113000,1,300000,1,5000,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Owner Occupied,626000,27,27,Asphalt Shingle,Concrete Block,2812
POL00834,CUS00834,2022-04-03,2025-04-26,HO3,Active,5090,7500,2500,19200,1,960000,1,126000,1,663000,1,155000,1,500000,1,5000,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,Owner Occupied,1209000,71,27,Concrete Tile,Frame,1744
POL00835,CUS00835,2009-10-18,2023-12-23,HO3,Active,3380,2500,7500,42600,1,851000,1,101000,1,464000,1,209000,1,300000,1,1000,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,Tenant Occupied,858000,71,24,Tile,Masonry Veneer,2533
POL00836,CUS00836,2016-05-26,2023-10-13,HO6,Active,6250,2500,5000,32300,1,1076000,0,0,1,556000,1,175000,1,100000,1,5000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Tenant Occupied,1086000,63,11,Asphalt Shingle,Concrete Block,1568
POL00837,CUS00837,2012-09-26,2023-07-26,DP3,Active,7640,5000,10000,54200,1,1083000,1,150000,1,588000,1,262000,0,0,0,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,1065000,13,13,Asphalt Shingle,Masonry Veneer,1684
POL00838,CUS00838,2009-08-19,2025-04-19,HO3,Active,2700,2000,2500,18300,1,610000,1,59000,1,284000,1,178000,1,300000,1,2500,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,694000,32,25,Concrete Tile,Masonry Veneer,1578
POL00839,CUS00839,2012-07-19,2023-06-20,HO3,Active,3980,2500,10000,58000,1,1160000,1,154000,1,569000,1,214000,1,100000,1,10000,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,1142000,62,3,Flat/TPO,Concrete Block,2123
POL00840,CUS00840,2012-10-27,2023-07-04,HO3,Active,9620,1000,7500,43000,1,860000,1,83000,1,419000,1,174000,1,300000,1,1000,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Tenant Occupied,906000,59,7,Flat/TPO,Masonry Veneer,1678
POL00841,CUS00841,2012-11-18,2024-04-05,HO6,Active,3830,7500,7500,4200,1,212000,1,28000,1,103000,1,51000,1,100000,1,2500,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,290000,6,5,Tile,Masonry,3321
POL00842,CUS00842,2016-03-25,2026-08-09,HO6,Active,4000,7500,7500,19100,1,637000,1,83000,1,371000,1,117000,1,300000,1,2500,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,748000,49,9,Metal,Masonry Veneer,3634
POL00843,CUS00843,2010-05-29,2024-07-07,DP3,Active,5330,7500,10000,32800,1,1092000,1,152000,1,691000,1,199000,0,0,0,0,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,Owner Occupied,1126000,49,29,Tile,Masonry Veneer,3532
POL00844,CUS00844,2010-04-20,2025-04-15,HO3,Active,8810,1000,7500,36000,1,721000,1,59000,1,350000,1,196000,1,100000,1,2500,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,730000,63,1,Asphalt Shingle,Frame,4319
POL00845,CUS00845,2021-05-10,2025-01-09,HO5,Active,5050,7500,7500,27600,1,551000,1,82000,1,252000,1,124000,1,500000,1,1000,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,722000,14,2,Flat/TPO,Concrete Block,3099
POL00846,CUS00846,2016-04-10,2025-08-01,HO6,Active,3860,7500,7500,23600,1,472000,1,68000,1,268000,1,100000,1,100000,1,2500,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,651000,38,21,Tile,Frame,3528
POL00847,CUS00847,2011-03-25,2026-01-31,HO3,Active,3400,2500,5000,39300,1,786000,1,91000,1,417000,1,218000,1,300000,1,10000,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,Owner Occupied,927000,5,5,Asphalt Shingle,Masonry,2914
POL00848,CUS00848,2007-09-09,2023-07-21,DP3,Active,5580,1000,2500,5000,1,248000,1,37000,1,172000,1,45000,0,0,0,0,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,Owner Occupied,308000,57,31,Concrete Tile,Masonry,3461
POL00849,CUS00849,2017-08-15,2024-08-25,HO6,Active,8570,2000,2000,38500,1,770000,1,112000,1,384000,1,154000,1,100000,1,5000,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,Tenant Occupied,1062000,55,23,Concrete Tile,Masonry Veneer,1079
POL00850,CUS00850,2015-07-05,2025-01-28,HO6,Active,2270,1000,7500,9400,1,472000,1,57000,1,244000,1,108000,1,100000,1,2500,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,559000,5,5,Concrete Tile,Frame,1493
POL00851,CUS00851,2022-05-09,2023-11-27,DP3,Active,4130,5000,7500,16900,1,843000,1,121000,1,535000,1,248000,1,500000,0,0,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,988000,31,14,Tile,Frame,1597
POL00852,CUS00852,2012-03-27,2024-11-13,DP3,Active,4490,1500,5000,22500,1,1126000,1,119000,1,596000,1,336000,0,0,0,0,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Owner Occupied,1142000,5,5,Metal,Concrete Block,3986
POL00853,CUS00853,2011-07-03,2023-01-17,HO3,Active,4830,1500,1500,15200,1,304000,1,42000,1,200000,1,59000,1,100000,1,2500,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,386000,50,17,Asphalt Shingle,Masonry Veneer,1146
POL00854,CUS00854,2015-04-12,2025-04-24,HO6,Active,6640,1500,2500,16700,1,834000,1,88000,1,494000,1,250000,1,500000,1,1000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,1013000,38,5,Metal,Frame,3644
POL00855,CUS00855,2015-02-02,2024-10-31,HO3,Active,2750,10000,10000,24700,1,494000,1,57000,1,310000,1,98000,1,500000,1,1000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,530000,59,12,Concrete Tile,Masonry Veneer,4036
POL00856,CUS00856,2015-11-20,2024-09-07,DP3,Active,2200,1000,2500,8100,1,271000,1,25000,1,187000,1,61000,0,0,0,0,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,361000,75,27,Asphalt Shingle,Reinforced Concrete,2805
POL00857,CUS00857,2010-10-23,2023-07-25,HO3,Active,6860,2500,2500,24100,1,804000,1,101000,1,414000,1,156000,1,300000,1,10000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Secondary Residence,953000,3,3,Tile,Masonry Veneer,3331
POL00858,CUS00858,2019-01-04,2023-08-18,HO3,Active,5050,10000,10000,73300,1,1466000,1,186000,1,861000,1,363000,1,100000,1,5000,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,Owner Occupied,1424000,36,10,Metal,Reinforced Concrete,3068
POL00859,CUS00859,2020-02-05,2025-12-03,HO3,Active,3230,2000,7500,21400,1,712000,1,70000,1,379000,1,167000,1,100000,1,1000,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,Secondary Residence,828000,31,4,Flat/TPO,Concrete Block,1136
POL00860,CUS00860,2019-08-29,2025-08-03,HO3,Active,9150,5000,5000,24500,1,816000,1,105000,1,510000,1,237000,1,100000,1,5000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Secondary Residence,1028000,16,6,Flat/TPO,Concrete Block,1514
POL00861,CUS00861,2019-12-01,2025-12-16,HO3,Active,6240,5000,10000,22300,1,1113000,1,118000,1,692000,1,202000,1,300000,1,5000,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Owner Occupied,1249000,64,3,Concrete Tile,Frame,2451
POL00862,CUS00862,2008-11-16,2024-09-24,HO3,Active,3310,1000,2500,15600,1,519000,1,47000,1,318000,1,114000,1,500000,1,5000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,524000,49,2,Asphalt Shingle,Frame,2476
POL00863,CUS00863,2009-03-08,2022-11-18,HO6,Active,9370,10000,5000,23100,1,770000,1,76000,1,499000,1,214000,1,100000,1,2500,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Owner Occupied,952000,16,16,Asphalt Shingle,Concrete Block,1962
POL00864,CUS00864,2019-03-11,2023-12-27,HO5,Active,4150,1500,7500,15700,1,785000,1,66000,1,377000,1,203000,1,300000,1,1000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,974000,44,31,Flat/TPO,Frame,4113
POL00865,CUS00865,2012-02-07,2025-06-06,HO5,Active,5410,10000,10000,26400,1,529000,1,57000,1,243000,1,120000,1,300000,1,1000,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,710000,13,13,Concrete Tile,Reinforced Concrete,1933
POL00866,CUS00866,2010-03-10,2026-07-17,HO3,Active,9590,10000,10000,18600,1,929000,1,112000,1,553000,1,216000,1,500000,1,2500,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,Secondary Residence,1140000,36,8,Tile,Frame,3553
POL00867,CUS00867,2016-05-30,2024-05-31,HO3,Active,8100,5000,10000,8100,1,403000,1,35000,1,264000,1,111000,1,300000,1,2500,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,Owner Occupied,443000,3,3,Flat/TPO,Frame,2855
POL00868,CUS00868,2021-05-09,2024-12-26,HO6,Active,9000,1500,7500,46400,1,927000,1,87000,1,485000,1,259000,1,500000,1,2500,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,Owner Occupied,1285000,14,3,Tile,Reinforced Concrete,3728
POL00869,CUS00869,2015-07-27,2024-02-23,HO6,Active,9360,7500,2500,46600,1,932000,1,100000,1,481000,1,143000,1,300000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,950000,45,15,Metal,Concrete Block,2302
POL00870,CUS00870,2021-12-10,2024-12-12,HO6,Active,4510,2000,2500,10800,1,542000,1,78000,1,360000,1,155000,1,500000,1,1000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,708000,55,27,Tile,Frame,1898
POL00871,CUS00871,2022-03-04,2026-01-29,HO3,Active,3970,1000,7500,36500,1,1217000,1,123000,1,563000,1,321000,1,500000,1,5000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,1198000,58,30,Flat/TPO,Reinforced Concrete,2033
POL00872,CUS00872,2021-08-11,2025-09-28,HO3,Active,2120,5000,10000,13400,1,669000,1,70000,1,404000,1,148000,1,300000,1,10000,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,Owner Occupied,723000,47,28,Asphalt Shingle,Masonry,3962
POL00873,CUS00873,2008-06-22,2022-09-25,HO6,Active,5220,10000,2500,32000,1,1065000,1,152000,1,503000,1,178000,1,100000,1,5000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Owner Occupied,1181000,42,19,Asphalt Shingle,Reinforced Concrete,4340
POL00874,CUS00874,2024-05-21,2025-10-27,HO5,Active,2860,1000,1000,9700,1,486000,1,42000,1,235000,1,98000,1,500000,1,5000,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,531000,8,8,Tile,Frame,2191
POL00875,CUS00875,2017-09-20,2023-04-11,HO3,Active,8870,10000,5000,6300,1,317000,1,41000,1,189000,1,57000,1,300000,1,10000,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,Owner Occupied,357000,4,4,Tile,Masonry,2425
POL00876,CUS00876,2018-04-26,2023-11-13,HO3,Active,9290,2500,2500,9700,1,323000,1,35000,1,181000,1,72000,1,300000,1,2500,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,381000,9,9,Flat/TPO,Masonry Veneer,2705
POL00877,CUS00877,2011-02-18,2022-11-26,HO3,Active,3090,5000,5000,8000,1,266000,1,27000,1,129000,1,65000,1,100000,1,5000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,278000,14,14,Flat/TPO,Reinforced Concrete,2577
POL00878,CUS00878,2018-02-23,2022-12-24,HO6,Active,9020,1500,5000,19300,1,642000,0,0,1,382000,1,152000,1,100000,1,5000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Secondary Residence,874000,39,13,Metal,Masonry,2962
POL00879,CUS00879,2020-04-01,2023-04-27,HO3,Active,2140,2000,7500,30200,1,604000,1,62000,1,334000,1,161000,1,100000,1,10000,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,Owner Occupied,686000,13,13,Flat/TPO,Masonry Veneer,2427
POL00880,CUS00880,2023-04-26,2024-07-07,HO6,Active,7670,1000,2500,20000,1,401000,1,50000,1,273000,1,95000,1,100000,1,1000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Secondary Residence,552000,64,12,Tile,Concrete Block,2973
POL00881,CUS00881,2015-01-25,2024-12-11,HO3,Active,8420,10000,10000,37400,1,1247000,1,155000,1,796000,1,193000,1,500000,1,10000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,1302000,42,6,Flat/TPO,Reinforced Concrete,2018
POL00882,CUS00882,2009-03-18,2024-03-16,HO3,Active,2520,5000,7500,9900,1,330000,1,30000,1,186000,1,86000,1,300000,1,5000,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Secondary Residence,441000,50,10,Flat/TPO,Masonry Veneer,1763
POL00883,CUS00883,2010-08-09,2022-12-16,HO3,Active,7900,10000,10000,12800,1,425000,1,60000,1,214000,1,93000,1,100000,1,2500,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,570000,31,30,Flat/TPO,Reinforced Concrete,1749
POL00884,CUS00884,2011-03-05,2023-01-02,HO3,Active,5230,10000,5000,23800,1,1189000,1,128000,1,555000,1,323000,1,500000,1,1000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,1246000,62,15,Tile,Masonry,1545
POL00885,CUS00885,2021-03-05,2025-06-18,HO6,Active,2520,2000,5000,19900,1,993000,1,109000,1,646000,1,236000,1,500000,1,5000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,1123000,16,11,Asphalt Shingle,Frame,3396
POL00886,CUS00886,2019-07-06,2025-05-04,HO6,Active,7540,2000,2000,4500,1,226000,1,27000,1,114000,1,48000,1,500000,1,10000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,261000,38,6,Flat/TPO,Masonry,1407
POL00887,CUS00887,2015-01-07,2023-05-17,DP3,Active,3190,10000,10000,18100,1,603000,1,81000,1,319000,1,123000,1,500000,1,5000,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,Owner Occupied,747000,24,24,Asphalt Shingle,Concrete Block,3717
POL00888,CUS00888,2016-10-11,2026-08-20,HO6,Active,2320,1500,1500,20500,1,684000,1,55000,1,397000,1,104000,1,500000,1,1000,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,787000,5,5,Tile,Reinforced Concrete,2918
POL00889,CUS00889,2012-07-08,2025-11-12,HO6,Active,8850,5000,2500,53900,1,1078000,1,98000,1,548000,1,248000,1,300000,1,5000,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,1158000,58,16,Asphalt Shingle,Masonry,3121
POL00890,CUS00890,2013-06-21,2026-03-27,HO3,Active,4290,5000,2500,7100,1,238000,1,29000,1,157000,1,40000,1,500000,1,2500,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Owner Occupied,254000,61,13,Tile,Frame,3747
POL00891,CUS00891,2012-01-25,2022-11-16,HO3,Active,2450,2000,2500,29000,1,965000,0,0,1,639000,1,149000,1,100000,1,5000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Secondary Residence,951000,19,19,Tile,Reinforced Concrete,1787
POL00892,CUS00892,2010-07-24,2025-11-27,HO6,Active,8720,1000,2500,8100,1,405000,1,58000,1,280000,1,87000,1,100000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,525000,25,14,Asphalt Shingle,Concrete Block,2460
POL00893,CUS00893,2020-04-10,2026-06-24,HO5,Active,4550,2000,5000,34600,1,693000,1,83000,1,422000,1,199000,1,500000,1,10000,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,Owner Occupied,765000,51,13,Tile,Reinforced Concrete,4118
POL00894,CUS00894,2017-12-14,2025-09-25,HO3,Active,1850,10000,5000,13400,1,446000,1,57000,1,269000,1,70000,1,100000,1,2500,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,617000,10,10,Metal,Reinforced Concrete,2893
